Type of Fault,Test Pattern,Fault-Free Response
0,00001100000000001001100000000000100000001,00001110000000001001100000000000
0,00001110000000001001101100000000100000001,00001111000000001001101100000000
0,00001101000000001001001000000000100000001,00001111000000001001001000000000
0,00001110000000001001000100000000100000001,00001100000000001001000100000000
0,00001110000000001001010000000000100000001,00001101000000001001010000000000
0,00001111000000001001011100000000100000001,00001101000000001001011100000000
0,00001101000000001001111000000000100000001,00001101000000001001111000000000
0,00001101000000001001110100000000100000001,00001110000000001001110100000000
0,00001100000000001001000100000001100000001,00000100000000001001000100000001
0,11111011000101100000000010100010000010101,10011111011100100000000011110010
0,11001100001001000000010001010100011101000,11001100011111000010011100100100
0,11001000001101000000010001000010011000101,10001000000001001010111001000000
0,11001000010001000000010000100001011000101,11001000010001000000010000100001
0,11001000010001000000010000100101010100101,11001000010001000000010000100101
0,11001000010001000000010000100111001000101,11001000010001000000010000100111
0,11001000010001000000010000100111010100101,11001000010001000000010000100111
0,11001000010001000000010000100111011100101,11001000010001000000010000100111
0,11001000010001000000010000000111000100101,11001000010001000000010000000111
0,11001000010001000000010000000101000100101,11001000010001000000010000000101
0,11001000010001000000010000000101011100101,11001000010001000000010000000101
0,11001000010001000000010000000101010000101,11001000010001000000010000000101
0,11001000010001000000010000000101001100100,11001000010001000000010000100101
0,11001000010001000000010000100111001100100,11001000010001000000010000100111
0,11001000010001000000010000000101000000001,11001000010001000000010000000101
0,11001000010001000000010000100101010100001,11001000010001000000010000100101
0,11001000010001000000010000100101010100000,11001000010001000000010000100101
0,11001000010001000000010000100101000000001,11001000010001000000010000100101
0,11001000010001000000010000100101001100000,11001000010001000000010000100101
0,11001000010001000000010000100101001000001,11001000010001000000010000100101
0,11001000010001000000010000100111001100001,11001000010001000000010000100111
0,11001000010001000000010000000111011000001,11001000010001000000010000000111
0,11001000010001000000010000000111001100001,11001000010001000000010000000111
0,11001000010001000000010000000111000100001,11001000010001000000010000000111
0,11001000010001000000010001000101010100001,11001000010001000000010001100111
1,00000000101011000110000001100100011000100,00000000100101110100011100000111
1,01000000100001000000000000000100110000000,01000100100011100101010101001101
1,01000000100010000110000001000100001000000,01000000100010000111000001000100
1,01000000100010000011000001000100111000011,01000000100010000011000001000100
1,01000000100010000010000001000100000000011,01000000100010000010000001000100
1,01000000100010000010000001000100101000011,01000000100010000010000001000100
1,01000000100010000010000001000100111000011,01000000100010000010000001000100
1,01000000100010000010000001010100100000011,01000000100010000010000001010100
1,01000000100010000011000001010100111000011,01000000100010000011000001010100
1,01000000100010000011000001010100011000011,01000000100010000011000001010100
1,01000000100010000011000001010100001000011,01000000100010000011000001010100
1,01000000100010000010000001010100001000010,01000000100010000010000001000100
1,01000000100010000011000001010100001000010,01000000100010000011000001010100
1,01000000100010000011000001000100111000010,01000000100010000011000001000100
1,01000000100010000010000001000100001000001,01000000100010000010000001000100
1,01000000100010000010000001010100010000000,01000000100010000010000001010100
1,01000000100010000010000001010100100000000,01000000100010000010000001010100
1,01000000100010000010000001010100110000001,01000000100010000010000001010100
1,01000000100010000010000001010100100000001,01000000100010000010000001010100
1,01000000100010000011000001010100110000001,01000000100010000011000001010100
1,01000000100010000011000001000100110000001,01000000100010000011000001000100
1,01000000100010000011000001000100100000000,01000000100010000011000001000100
1,01000000100010000011000001000100001000001,01000000100010000011000001000100
1,01000000100010000011000001000100010000000,01000000100010000011000001000100
1,01000000100010000011000001000100010000001,01000000100010000011000001000100
1,00010000010100000000000000000000000000000,01010000010100000000000000000000
1,00000010000100010000000000000000000000001,00100010000100010000000000000000
1,00010011000000000000000000000000000000000,00110011000000000000000000000000
1,00000001010000010000000000000000000000001,01000001010000010000000000000000
1,00010000000001010000000000000000000000001,01010000000001010000000000000000
1,00000001000101000000000000000000000000000,01000001000101000000000000000000
1,00010011010101010000000000000000000000000,00110011010101010000000000000000
1,00000010010001000000000000000000000000000,00100010010001000000000000000000
1,01000000000000000000000000000000000000001,00000000000000000000000000000000
1,01010001000100010000000000000000000000001,00010001000100010000000000000000
1,01000011000001010000000000000000000000001,01100011000001010000000000000000
1,01010010000101000000000000000000000000000,01110010000101000000000000000000
1,01000000010101010000000000000000000000001,00000000010101010000000000000000
1,01010001010001000000000000000000000000001,00010001010001000000000000000000
1,01000011010100000000000000000000000000000,01100011010100000000000000000000
1,01010010010000010000000000000000000000001,01110010010000010000000000000000
1,00010000000000000000000010001000000000001,00110000000000000000000010001000
1,00010011010100000000000010001000000000001,01010011010100000000000010001000
1,00010000010101010000000010001000000000000,00110000010101010000000010001000
1,00010011000001010000000010001000000000000,01010011000001010000000010001000
1,01000011010101010000000010001000000000000,00000011010101010000000010001000
1,01000000010100000000000010001000000000000,01100000010100000000000010001000
1,01000000000001010000000010001000000000000,01100000000001010000000010001000
1,01000011000000000000000010001000000000000,00000011000000000000000010001000
1,01010010010001000000000010001000000000001,00010010010001000000000010001000
1,10100010111000000000000010010000000011100,00000010000001100110000000000000
1,00110000011001000111000000000000000001011,00110000011000110010011000010111
1,00110100000000100001000001000000001001010,00111110000011100000010000000001
1,00110100000000000110000000010000000000001,00110100000000000110000000000000
1,00110100000000000011000000000000100000011,00110100000000000011000000000000
1,00110100000000000010000000000000000000011,00110100000000000010000000000000
1,00110100000000000010000000000000100000011,00110100000000000010000000000000
1,00110100000000000010000000000000111000011,00110100000000000010000000000000
1,00110100000000000010000000010000100000011,00110100000000000010000000010000
1,00110100000000000011000000010000101000011,00110100000000000011000000010000
1,00110100000000000011000000010000010000011,00110100000000000011000000010000
1,00110100000000000011000000010000001000011,00110100000000000011000000010000
1,00110100000000000010000000000000101000010,00110100000000000010000000010000
1,00110100000000000011000000010000001000010,00110100000000000011000000010000
1,00110100000000000011000000000000010000010,00110100000000000011000000000000
1,00110100000000000010000000000000010000001,00110100000000000010000000000000
1,00110100000000000010000000010000001000001,00110100000000000010000000010000
1,00110100000000000010000000010000111000000,00110100000000000010000000010000
1,00110100000000000010000000010000110000001,00110100000000000010000000010000
1,00110100000000000010000000010000100000001,00110100000000000010000000010000
1,00110100000000000011000000010000111000001,00110100000000000011000000010000
1,00110100000000000011000000000000110000001,00110100000000000011000000000000
1,00110100000000000011000000000000110000000,00110100000000000011000000000000
1,00110100000000000011000000000000000000001,00110100000000000011000000000000
1,00110100000000000011000000000000011000000,00110100000000000011000000000000
1,01001100111001001010000011000000110001001,11100010111011100010000011000000
1,00000000011011000101000000100100100000000,00000000100100000110001100000000
1,00000100000011000000000000010100111000000,00000110000011000001110001011001
1,00000100000000000110000001000100010000001,00000100000000000110000001010100
1,00000100000000000011000001000100010000011,00000100000000000011000001000100
1,00000100000000000010000001000100000000011,00000100000000000010000001000100
1,00000100000000000010000001000100101000011,00000100000000000010000001000100
1,00000100000000000010000001000100111000011,00000100000000000010000001000100
1,00000100000000000010000001000100110000011,00010100000000000010000001000100
1,00000100000000000010000001010100001000011,00000100000000000010000001010100
1,00000100000000000011000001010100111000011,00000100000000000011000001010100
1,00000100000000000011000001010100010000011,00000100000000000011000001010100
1,00000100000000000011000001010100001000011,00000100000000000011000001010100
1,00000100000000000011000001010100000000011,00010100000000000011000001010100
1,00000100000000000010000001000100001000010,00000100000000000010000001000100
1,00000100000000000011000001010100011000010,00000100000000000011000001010100
1,00000100000000000011000001000100100000010,00000100000000000011000001000100
1,00000100000000000010000001000100000000001,00000100000000000010000001000100
1,00000100000000000010000001010100010000000,00000100000000000010000001010100
1,00000100000000000010000001010100111000000,00000100000000000010000001010100
1,00000100000000000010000001010100110000001,00000100000000000010000001010100
1,00000100000000000010000001010100100000001,00000100000000000010000001010100
1,00000100000000000010000001010100101000001,00010100000000000010000001010100
1,00000100000000000011000001010100010000000,00000100000000000011000001010100
1,00000100000000000011000001000100100000001,00000100000000000011000001000100
1,10001000100000000110000011000000110001010,00100110011000101110000001010000
1,10111010000000000000000000000000000000000,10101010000000000000000000000000
1,00110010100010000000000000000000000000001,00100010100010000000000000000000
1,10111010110011000000000000000000000000001,10101010110011000000000000000000
1,00110010010001000000000000000000000000001,00100010010001000000000000000000
1,11110010100001000000000000000000000000000,11100010100001000000000000000000
1,01111010000011000000000000000000000000000,01101010000011000000000000000000
1,01111010110000000000000000000000000000000,01101010110000000000000000000000
1,11110010010010000000000000000000000000001,11100010010010000000000000000000
1,00110010000000000000000000110000000000000,00100010000000000000000000110000
1,00110010110011000000000000110000000000000,00100010110011000000000000110000
1,11110010110000000000000000110000000000001,11100010110000000000000000110000
1,11110010000011000000000000110000000000000,11100010000011000000000000110000
1,10111010100010000000000000110000000000001,10101010100010000000000000110000
1,01111010010010000000000000110000000000000,01101010010010000000000000110000
1,10111010010001000000000000110000000000001,10101010010001000000000000110000
1,01111010100001000000000000110000000000001,01101010100001000000000000110000
1,01111010100010000001000000100000000000001,01101010100010000001000000100000
1,01111010010001000001000000100000000000000,01101010010001000001000000100000
1,01111010000000000001000000010000000000001,01101010000000000001000000010000
1,01111010110011000001000000010000000000000,01101010110011000001000000010000
1,10111010110000000001000000010000000000000,10101010110000000001000000010000
1,10111010000011000001000000010000000000001,10101010000011000001000000010000
1,10111010010010000001000000100000000000001,10101010010010000001000000100000
1,10111010100001000001000000100000000000000,10101010100001000001000000100000
0,00110000000000000000100000000000000000000,00110000000000000000000000000000
0,00110000000000000000101000000000000000001,00110000000000000000101000000000
0,00110000000000000000001000000000000000000,00110000000000000010001000000000
0,00110000000000000000111000000000000000001,00110000101100001010010000000000
0,00110000000000000000110100000000000000000,00110001000010000101101100000000
0,00110010000000000000100000000000000000001,00110010000010010000101100000000
0,00110010000000000000001100000000000000001,00100010000000000000001100000000
0,00110010000000000000101100000000000000001,00110010000000000000101100000000
0,00110010000000000000100100000000000000000,00110010000000000000000100000000
0,00110010000000000000110100000000000000001,00110010100000000000010100000000
0,00110100000000000000000000000000000000001,00110110000000000000000000001001
0,00110110000000000000001100000000000000001,00110110000000000000001100001000
0,00110110000000000000101000000000000000001,00110110000000000000101000000001
0,00110110000000000000100100000000000000000,00110110000000000000100100001001
0,00110110000000000000110000000000000000000,00110100000000000000110000001000
0,00110100000000000000111100000000000000001,00110100000000000000111100000000
0,00110110000000000000011000000000000000000,00110110000000000000011000000000
0,00110110000000000000010100000000000000000,00110100000000000000010100000101
0,00110110000000000000100000000000000000001,00110100000000000000100000000000
0,00110110000000000000101100000000000000000,00110110000000000000101100000000
0,00110100000000000000001000000000000000000,00110100000000000000001000000000
0,00110110000000000000000100000000000000001,00110100000000000000000100000000
0,00110110000000000000010000000000000000000,00110100000000000000010000000000
0,00110110000000000000011100000000000000001,00110100000000000000011100000000
0,00110100000000000000111000000000000000000,00110110000000000000111000000000
0,01111111010010101101000000110000100000111,00011111100010000001000011100000
0,00110011111010100001000000110100001000000,00110011001011010100000100110101
0,00110111000010000001000001000100011001011,00111111000010100101010001000101
0,00110111000000000110000001010100011000001,00110111000000000111000001010100
0,00110111000000000011000001000100101000011,00110111000000000011000001000100
0,00110111000000000010000001000100011000011,00110111000000000010000001000100
0,00110111000000000010000001000100100000011,00110111000000000010000001000100
0,00110111000000000010000001000100111000011,00110111000000000010000001000100
0,00110111000000000010000001010100010000011,00110111000000000010000001010100
0,00110111000000000011000001010100110000011,00110111000000000011000001010100
0,00110111000000000011000001010100010000011,00110111000000000011000001010100
0,00110111000000000011000001010100001000011,00110111000000000011000001010100
0,00110111000000000010000001010100000000010,00110111000000000010000001000100
0,00110111000000000011000001010100100000010,00110111000000000011000001010100
0,00110111000000000011000001000100101000010,00110111000000000011000001000100
0,00110111000000000010000001000100000000001,00110111000000000010000001000100
0,00110111000000000010000001010100000000000,00110111000000000010000001010100
0,00110111000000000010000001010100111000000,00110111000000000010000001010100
0,00110111000000000010000001010100111000001,00110111000000000010000001010100
0,00110111000000000010000001010100100000001,00110111000000000010000001010100
0,00110111000000000011000001010100100000000,00110111000000000011000001010100
0,00110111000000000011000001000100100000001,00110111000000000011000001000100
0,00110111000000000011000001000100100000000,00110111000000000011000001000100
0,00110111000000000011000001000100001000000,00110111000000000011000001000100
0,00110111000000000011000001000100010000000,00110111000000000011000001000100
1,00000000010010000000011101000100010100101,00000000011111000101010001010010
1,01000000100010000000000101000001100101010,01001011100011000000000110000001
1,01000000100010000000011001000100100100001,01000000100010000000011001000101
1,01000000100010000000001101000100110000011,01000000100010000000001101000100
1,01000000100010000000001001000100010000011,01000000100010000000001001000100
1,01000000100010000000001001000100100000011,01000000100010000000001001000100
1,01000000100010000000001001000100110100011,01000000100010000000001001000100
1,01000000100010000000001001000101010100011,01000000100010000000001001000101
1,01000000100010000000001101000101110000011,01000000100010000000001101000101
1,01000000100010000000001101000101010000011,01000000100010000000001101000101
1,01000000100010000000001101000101000100011,01000000100010000000001101000101
1,01000000100010000000001001000101010000010,01000000100010000000001001000100
1,01000000100010000000001101000101000100010,01000000100010000000001101000101
1,01000000100010000000001101000100000000010,01000000100010000000001101000100
1,01000000100010000000001001000100110000001,01000000100010000000001001000100
1,01000000100010000000001001000101000100000,01000000100010000000001001000101
1,01000000100010000000001001000101110100000,01000000100010000000001001000101
1,01000000100010000000001001000101110100001,01000000100010000000001001000101
1,01000000100010000000001001000101100000001,01000000100010000000001001000101
1,01000000100010000000001101000101110100001,01000000100010000000001101000101
1,01000000100010000000001101000100100100001,01000000100010000000001101000100
1,01000000100010000000001101000100110000000,01000000100010000000001101000100
1,01000000100010000000001101000100000000001,01000000100010000000001101000100
1,01000000100010000000001101000100010000000,01000000100010000000001101000100
1,01000000100010000000001101000100010000001,01000000100010000000001101000100
1,00100000011000000000000000000000000000001,01100000011000000000000000000000
1,00000001001000100000000000000000000000000,00010001001000100000000000000000
1,00100011000000000000000000000000000000000,00110011000000000000000000000000
1,00000010010000100000000000000000000000001,01000010010000100000000000000000
1,00100000000001100000000000000000000000001,01100000000001100000000000000000
1,00000010001001000000000000000000000000000,01000010001001000000000000000000
1,00100011011001100000000000000000000000001,00110011011001100000000000000000
1,00000001010001000000000000000000000000000,00010001010001000000000000000000
1,01000000000000000000000000000000000000001,00000000000000000000000000000000
1,01100010001000100000000000000000000000000,00100010001000100000000000000000
1,01000011000001100000000000000000000000001,01010011000001100000000000000000
1,01100001001001000000000000000000000000000,01110001001001000000000000000000
1,01000000011001100000000000000000000000001,00000000011001100000000000000000
1,01100010010001000000000000000000000000001,00100010010001000000000000000000
1,01000011011000000000000000000000000000001,01010011011000000000000000000000
1,01100001010000100000000000000000000000001,01110001010000100000000000000000
1,00100000000000000000000010001000000000001,00110000000000000000000010001000
1,01000011000000000000000010001000000000000,00000011000000000000000010001000
1,01000000011000000000000010001000000000001,01010000011000000000000010001000
1,00100011011000000000000010001000000000001,01100011011000000000000010001000
1,01000011011001100000000010001000000000001,00000011011001100000000010001000
1,00100000011001100000000010001000000000000,00110000011001100000000010001000
1,01000000000001100000000010001000000000000,01010000000001100000000010001000
1,00100011000001100000000010001000000000001,01100011000001100000000010001000
1,00000010010001000000000010001000000000001,00010010010001000000000010001000
1,01011000010010010000110000000110000000101,01010001010001010000101000000101
1,00110000110011010000010100000010100100010,00110000010100100011000001110100
1,00110100000000000000000100000101000000011,00111101000010001000000101000100
1,00110100000000000000011000000001100000011,00110100000000000000011000000001
1,00110100000000000000001100000000110100011,00110100000000000000001100000000
1,00110100000000000000001000000000000100011,00110100000000000000001000000000
1,00110100000000000000001000000000100100011,00110100000000000000001000000000
1,00110100000000000000001000000000110100011,00110100000000000000001000000000
1,00110100000000000000001000000001000100011,00110100000000000000001000000001
1,00110100000000000000001100000001110100011,00110100000000000000001100000001
1,00110100000000000000001100000001010100011,00110100000000000000001100000001
1,00110100000000000000001100000001000100011,00110100000000000000001100000001
1,00110100000000000000001000000001110000010,00110100000000000000001000000001
1,00110100000000000000001100000001110100010,00110100000000000000001100000001
1,00110100000000000000001100000000000000010,00110100000000000000001100000000
1,00110100000000000000001000000000010100000,00110100000000000000001000000000
1,00110100000000000000001000000001010100000,00110100000000000000001000000001
1,00110100000000000000001000000001100100000,00110100000000000000001000000001
1,00110100000000000000001000000001110000001,00110100000000000000001000000001
1,00110100000000000000001000000001100000001,00110100000000000000001000000001
1,00110100000000000000001100000001010100000,00110100000000000000001100000001
1,00110100000000000000001100000000100000001,00110100000000000000001100000000
1,00110100000000000000001100000000110000000,00110100000000000000001100000000
1,00110100000000000000001100000000000000000,00110100000000000000001100000000
1,00110100000000000000001100000000010100000,00110100000000000000001100000000
1,11001000000111000000010100001100000000001,00010001010111010000101000000100
1,00000000000101010000001001000011010100001,00000000101001110110010001010101
1,00000100000001000000010101000100000101001,00000000000011000000000110000000
1,00000100000000000000011101000100100100011,00000100000000000000011001000101
1,00000100000000000000001101000100100100011,00000100000000000000001101000100
1,00000100000000000000001001000100010100011,00000100000000000000001001000100
1,00000100000000000000001001000100100000011,00000100000000000000001001000100
1,00000100000000000000001001000100110100011,00000100000000000000001001000100
1,00000100000000000000001001000100110000011,00100100000000000000001001000100
1,00000100000000000000001001000101110000011,00000100000000000000001001000101
1,00000100000000000000001101000101100100011,00000100000000000000001101000101
1,00000100000000000000001101000101010100011,00000100000000000000001101000101
1,00000100000000000000001101000101000100011,00000100000000000000001101000101
1,00000100000000000000001101000101000000011,00100100000000000000001101000101
1,00000100000000000000001001000100000000010,00000100000000000000001001000100
1,00000100000000000000001101000101010000010,00000100000000000000001101000101
1,00000100000000000000001101000100110100010,00000100000000000000001101000100
1,00000100000000000000001001000100110100001,00000100000000000000001001000100
1,00000100000000000000001001000101010000000,00000100000000000000001001000101
1,00000100000000000000001001000101110000000,00000100000000000000001001000101
1,00000100000000000000001001000101110100001,00000100000000000000001001000101
1,00000100000000000000001001000101100000001,00000100000000000000001001000101
1,00000100000000000000001001000101100100001,00100100000000000000001001000101
1,00000100000000000000001101000101110100001,00000100000000000000001101000101
1,00000100000000000000001101000100100000001,00000100000000000000001101000100
1,10000000100110000000110000000111010100110,00001100000101010000101100001011
1,10111001000000000000000000000000000000001,10011001000000000000000000000000
1,00110001100010000000000000000000000000001,00010001100010000000000000000000
1,10111001110011000000000000000000000000000,10011001110011000000000000000000
1,00110001010001000000000000000000000000001,00010001010001000000000000000000
1,11110001100001000000000000000000000000001,11010001100001000000000000000000
1,01111001000011000000000000000000000000001,01011001000011000000000000000000
1,01111001110000000000000000000000000000000,01011001110000000000000000000000
1,11110001010010000000000000000000000000000,11010001010010000000000000000000
1,00110001000000000000000000000011000000000,00010001000000000000000000000011
1,00110001110011000000000000000011000000001,00010001110011000000000000000011
1,11110001110000000000000000000011000000001,11010001110000000000000000000011
1,11110001000011000000000000000011000000000,11010001000011000000000000000011
1,10111001100010000000000000000011000000000,10011001100010000000000000000011
1,01111001010010000000000000000011000000001,01011001010010000000000000000011
1,10111001010001000000000000000011000000000,10011001010001000000000000000011
1,01111001100001000000000000000011000000001,01011001100001000000000000000011
1,01111001100010000000000100000010000000000,01011001100010000000000100000010
1,01111001010001000000000100000010000000001,01011001010001000000000100000010
1,01111001000000000000000100000001000000000,01011001000000000000000100000001
1,01111001110011000000000100000001000000001,01011001110011000000000100000001
1,10111001110000000000000100000001000000000,10011001110000000000000100000001
1,10111001000011000000000100000001000000000,10011001000011000000000100000001
1,10111001010010000000000100000010000000000,10011001010010000000000100000010
1,10111001100001000000000100000010000000001,10011001100001000000000100000010
0,00110000000000001010000000000000000000001,00110000000000001010000000000000
0,00110000000000001010000000000000001000000,00110000000000001010000000000000
0,00110000000000001010100000000000000000000,00110000000000001000100000000000
0,00110000000000001010100000000000001000000,00110000000000001000100000000000
0,00110000000000001010001000000000000000001,00110000000000000010001000000000
0,00110000000000001010001000000000001000000,00110000000000000010001000000000
0,00110000000000001010011000000000000000001,00110000101000001100010000000000
0,00110000000000001010110000000000001000000,00110000000000001110011000000000
0,00110000000000001010001100000000000000000,00110010000010111011000100000000
0,00110000000000001010101100000000001000000,00111011000000100011010100000000
0,00110001000000001010011000000000000000000,00110001000000001111011000000000
0,00110001000000001010000000000000001000000,00110001000010111110010000000000
0,00110001000000001010010100000000000000000,00110001101100001100011100000000
0,00110001000000001010011100000000001000000,00110001100000001100011100000000
0,00110001000000001010111000000000000000000,00110001000000001010110000000000
0,00110001000000001010110000000000001000000,00110001000000001010110000000000
0,00110001000000001010100000000000000000001,00110001000000001010100000000000
0,00110001000000001010100000000000001000000,00110001000000001010100000000000
0,00110001000000001010111100000000000000000,00110001000000001010111100000000
0,00110001000000001010111100000000001000000,00110001000000001010111100000000
0,00110001000000001010101100000000000000000,00110001000000001010101100000000
0,00110001000000001010101100000000001000000,00110001000000001010101100000000
0,00110001000000001010100100000000000000001,00010001000000001010100100000000
0,00110001000000001010110100000000000000001,00110001000000001010110100000000
0,00110001000000001010100100000000001000000,00010001000000001010100100000000
0,10111110100110010000100100000001110100011,00111111010010000000110100000001
0,00110011110011000000011101000111100100010,00110011001001000100001100000011
0,00110111000000010000010001000100000001011,00110000000001010100010110000000
0,00110111000000000000011101000100000100001,00110111000000000000011001000101
0,00110111000000000000001101000100000000011,00110111000000000000001101000100
0,00110111000000000000001001000100010000011,00110111000000000000001001000100
0,00110111000000000000001001000100100000011,00110111000000000000001001000100
0,00110111000000000000001001000100110100011,00110111000000000000001001000100
0,00110111000000000000001001000101100000011,00110111000000000000001001000101
0,00110111000000000000001101000101100100011,00110111000000000000001101000101
0,00110111000000000000001101000101010000011,00110111000000000000001101000101
0,00110111000000000000001101000101000100011,00110111000000000000001101000101
0,00110111000000000000001001000100010000010,00110111000000000000001001000100
0,00110111000000000000001101000101000000010,00110111000000000000001101000101
0,00110111000000000000001101000100010000010,00110111000000000000001101000100
0,00110111000000000000001001000100010000000,00110111000000000000001001000100
0,00110111000000000000001001000101010100001,00110111000000000000001001000101
0,00110111000000000000001001000101110000000,00110111000000000000001001000101
0,00110111000000000000001001000101110000001,00110111000000000000001001000101
0,00110111000000000000001001000101100000001,00110111000000000000001001000101
0,00110111000000000000001101000101110000000,00110111000000000000001101000101
0,00110111000000000000001101000100110000001,00110111000000000000001101000100
0,00110111000000000000001101000100100100000,00110111000000000000001101000100
0,00110111000000000000001101000100000000001,00110111000000000000001101000100
0,00110111000000000000001101000100010000000,00110111000000000000001101000100
1,00000000001000000101000000000100100001111,00000000101001100001011001100001
1,10000000100000110100010000000100101100011,10000010100000000101010001010100
1,10000000100010000001001100000100001100011,10000000100010000001001000000100
1,10000000100010000001011000000100000000011,10000000100010000001011000000100
1,10000000100010000001011100000100000100011,10000000100010000001011100000100
1,10000000100010000001011100000100100100011,10000000100010000001011100000100
1,10000000100010000001011100000100101100011,10000000100010000001011100000100
1,10000000100010000000011100000100001100011,10000000100010000000011100000100
1,10000000100010000000011000000100000100011,10000000100010000000011000000100
1,10000000100010000000011000000100101000011,10000000100010000000011000000100
1,10000000100010000000011000000100100000011,10000000100010000000011000000100
1,10000000100010000000011000000100001000010,10000000100010000001011000000100
1,10000000100010000001011100000100100000010,10000000100010000001011100000100
1,10000000100010000000011000000100100100001,10000000100010000000011000000100
1,10000000100010000001011000000100101100001,10000000100010000001011000000100
1,10000000100010000001011000000100101000000,10000000100010000001011000000100
1,10000000100010000001011000000100000000000,10000000100010000001011000000100
1,10000000100010000001011000000100001000000,10000000100010000001011000000100
1,10000000100010000001011000000100001000001,10000000100010000001011000000100
1,10000000100010000001011100000100101000001,10000000100010000001011100000100
1,10000000100010000000011100000100100000001,10000000100010000000011100000100
1,10000000100010000000011100000100001000001,10000000100010000000011100000100
1,10000000100010000000011100000100000100001,10000000100010000000011100000100
1,10000000100010000100011000000100100100000,10000000100010000101011100000100
1,10000000100010000101001000000100000000011,10000000100010000101001000000100
1,10000000000000000000000000000000000000000,00000000000000000000000000000000
1,01000000011000000000000000000000000000000,01100000011000000000000000000000
1,00000100001001000000000000000000000000000,00100100001001000000000000000000
1,11000100010001000000000000000000000000001,01000100010001000000000000000000
1,10000000011001100000000000000000000000001,00000000011001100000000000000000
1,11000100001000100000000000000000000000001,01000100001000100000000000000000
1,01000000000001100000000000000000000000001,01100000000001100000000000000000
1,00000100010000100000000000000000000000000,00100100010000100000000000000000
1,00100000000000000000000000000000000000001,00000000000000000000000000000000
1,01100100010001000000000000000000000000001,01000100010001000000000000000000
1,11100000000001100000000000000000000000000,01100000000001100000000000000000
1,10100100010000100000000000000000000000001,00100100010000100000000000000000
1,11100000011000000000000000000000000000000,01100000011000000000000000000000
1,10100100001001000000000000000000000000001,00100100001001000000000000000000
1,00100000011001100000000000000000000000001,00000000011001100000000000000000
1,01100100001000100000000000000000000000001,01000100001000100000000000000000
1,01000000011000000000000010001000000000000,01010000011000000000000010001000
1,01000000000001100000000010001000000000000,01010000000001100000000010001000
1,00100000000000000000000010001000000000001,00110000000000000000000010001000
1,00100000011001100000000010001000000000000,00110000011001100000000010001000
1,01100100010001000000000010001000000000001,01110100010001000000000010001000
1,01100100001000100000000010001000000000001,01110100001000100000000010001000
1,00000100001001000000000010001000000000001,00010100001001000000000010001000
1,00000100010000100000000010001000000000001,00010100010000100000000010001000
1,11100000000000000000100010000000000000001,11110000000000000000100010000000
1,10011000000110000000011000000000000100011,00101010000000111001110100000000
1,11000000101000110010001000000000001000111,11000000010101010101001100100100
1,11001000000000110001000100000000100100011,11001110000000010000000011010101
1,11001000000000000100001100000000001000011,11001000000000000100001000000000
1,11001000000000000101011000000000101000011,11001000000000000101011000000000
1,11001000000000000101011100000000000100011,11001000000000000101011100000000
1,11001000000000000101011100000000101100011,11001000000000000101011100000000
1,11001000000000000101011100000000100000011,11001000000000000101011100000000
1,11001000000000000100011100000000100100011,11001000000000000100011100000000
1,11001000000000000100011000000000001000011,11001000000000000100011000000000
1,11001000000000000100011000000000100100011,11001000000000000100011000000000
1,11001000000000000100011000000000101100011,11001000000000000100011000000000
1,11001000000000000100011000000000101100010,11001000000000000100011000000000
1,11001000000000000100011100000000101100010,11001000000000000100011100000000
1,11001000000000000100011000000000100000001,11001000000000000100011000000000
1,11001000000000000101011000000000101100001,11001000000000000101011000000000
1,11001000000000000101011000000000001100001,11001000000000000101011000000000
1,11001000000000000101011000000000000100001,11001000000000000101011000000000
1,11001000000000000101011100000000101000001,11001000000000000101011100000000
1,11001000000000000100011100000000101100001,11001000000000000100011100000000
1,11001000000000000100011100000000100100000,11001000000000000100011100000000
1,11001000000000000100011100000000000100000,11001000000000000100011100000000
1,11001000000000000100011100000000001000000,11001000000000000100011100000000
1,11001000000000000100011100000000001000001,11001000000000000100011100000000
1,11001000000000000001011100000000100100000,11001000000000000001011000000000
1,00010001101010001011110100000000100000010,00100001001110010110101000000000
1,00000000101000010000000100000100100100000,00000000110010100101011100000100
1,00001000000010100100010000000100101001010,00001000000010010101000000000101
1,00001000000000000001001100000100101100000,00001000000000000000001000000100
1,00001000000000000001011000000100000100011,00001000000000000001011000000100
1,00001000000000000001011100000100000000011,00001000000000000001011100000100
1,00001000000000000001011100000100100000011,00001000000000000001011100000100
1,00001000000000000001011100000100101100011,00001000000000000001011100000100
1,00001000000000000001011100000100101000011,01001000000000000001011100000100
1,00001000000000000000011100000100001000011,00001000000000000000011100000100
1,00001000000000000000011000000100000000011,00001000000000000000011000000100
1,00001000000000000000011000000100101000011,00001000000000000000011000000100
1,00001000000000000000011000000100100000011,00001000000000000000011000000100
1,00001000000000000000011000000100100100011,01001000000000000000011000000100
1,00001000000000000000011000000100000000010,00001000000000000001011000000100
1,00001000000000000001011100000100101000010,00001000000000000001011100000100
1,00001000000000000000011100000100001000010,01001000000000000000011100000100
1,00001000000000000000011000000100000100001,00001000000000000000011000000100
1,00001000000000000001011000000100101000001,00001000000000000001011000000100
1,00001000000000000001011000000100100000000,00001000000000000001011000000100
1,00001000000000000001011000000100000000001,00001000000000000001011000000100
1,00001000000000000001011000000100001000000,00001000000000000001011000000100
